CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1_School closing,C1_Flag,C1_Notes,C2_Workplace closing,C2_Flag,C2_Notes,C3_Cancel public events,C3_Flag,C3_Notes,C4_Restrictions on gatherings,C4_Flag,C4_Notes,C5_Close public transport,C5_Flag,C5_Notes,C6_Stay at home requirements,C6_Flag,C6_Notes,C7_Restrictions on internal movement,C7_Flag,C7_Notes,C8_International travel controls,C8_Notes,E1_Income support,E1_Flag,E1_Notes,E2_Debt/contract relief,E2_Notes,E3_Fiscal measures,E3_Notes,E4_International support,E4_Notes,H1_Public information campaigns,H1_Flag,H1_Notes,H2_Testing policy,H2_Notes,H3_Contact tracing,H3_Notes,H4_Emergency investment in healthcare,H4_Notes,H5_Investment in vaccines,H5_Notes,H6_Facial Coverings,H6_Flag,H6_Notes,H7_Vaccination policy,H7_Flag,H7_Notes,H8_Protection of elderly people,H8_Flag,H8_Notes,M1_Wildcard,M1_Notes,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay,date,deathIncrease
United States,USA,North Carolina,US_NC,STATE_WIDE,20200605,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,3,0,,0,,,2,1,,,,34771,1015,58.33,58.33,69.76,69.76,52.86,52.86,55.06,55.06,37.5,37.5,6/5/2020,6
United States,USA,North Carolina,US_NC,STATE_WIDE,20200606,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,3,0,,0,,,2,1,,,,35721,1028,58.33,58.33,69.76,69.76,52.86,52.86,55.06,55.06,37.5,37.5,6/6/2020,26
United States,USA,North Carolina,US_NC,STATE_WIDE,20200607,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,3,0,,0,,,2,1,,,,36834,1032,58.33,58.33,69.76,69.76,52.86,52.86,55.06,55.06,37.5,37.5,6/7/2020,4
United States,USA,North Carolina,US_NC,STATE_WIDE,20200608,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,3,0,,0,,,2,1,,,,37664,1041,58.33,58.33,69.76,69.76,52.86,52.86,55.06,55.06,37.5,37.5,6/8/2020,10
United States,USA,North Carolina,US_NC,STATE_WIDE,20200609,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,3,0,,0,,,2,1,,,,38528,1068,58.33,58.33,69.76,69.76,52.86,52.86,55.06,55.06,37.5,37.5,6/9/2020,23
United States,USA,North Carolina,US_NC,STATE_WIDE,20200610,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,3,0,,0,,,2,1,,,,39805,1090,58.33,58.33,69.76,69.76,52.86,52.86,55.06,55.06,37.5,37.5,6/10/2020,24
United States,USA,North Carolina,US_NC,STATE_WIDE,20200611,3,1,"On June 11, the  the State Board of Education approved the N.C. Department of Public Instructionâ€™s Lighting Our Way Forward: North Carolina's Guidebook for Reopening Public Schools and a summary.     Under the NCDHHS recommendations and requirements, one of three reopening plans will be put in place:  Plan A: Minimal Social Distancing  Plan B: Moderate Social Distancing  Plan C: Remote Learning Only    Link:  https://web.archive.org/web/20200702043806/https://www.dpi.nc.gov/news/press-releases/2020/06/11/state-board-approves-operational-strategies-help-public-schools-reopen-2020-21    Link to guide:  https://web.archive.org/web/20200702043806/https://www.dpi.nc.gov/news/press-releases/2020/06/11/state-board-approves-operational-strategies-help-public-schools-reopen-2020-21",2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,3,0,,0,,,2,1,,,,41435,1106,58.33,58.33,69.76,69.76,52.86,52.86,55.06,55.06,37.5,37.5,6/11/2020,11
United States,USA,North Carolina,US_NC,STATE_WIDE,20200612,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,3,0,,0,,,2,1,,,,42932,1121,58.33,58.33,69.76,69.76,52.86,52.86,55.06,55.06,37.5,37.5,6/12/2020,28
United States,USA,North Carolina,US_NC,STATE_WIDE,20200613,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,3,0,,0,,,2,1,,,,44295,1127,58.33,58.33,69.76,69.76,52.86,52.86,55.06,55.06,37.5,37.5,6/13/2020,12
United States,USA,North Carolina,US_NC,STATE_WIDE,20200614,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,3,0,,0,,,2,1,,,,45386,1132,58.33,58.33,69.76,69.76,52.86,52.86,55.06,55.06,37.5,37.5,6/14/2020,5
United States,USA,North Carolina,US_NC,STATE_WIDE,20200615,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,3,0,,0,,,2,1,,,,46348,1140,58.33,58.33,69.76,69.76,52.86,52.86,55.06,55.06,37.5,37.5,6/15/2020,9
United States,USA,North Carolina,US_NC,STATE_WIDE,20200616,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,3,0,,0,,,2,1,,,,47216,1169,58.33,58.33,69.76,69.76,52.86,52.86,55.06,55.06,37.5,37.5,6/16/2020,36
United States,USA,North Carolina,US_NC,STATE_WIDE,20200617,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,3,0,,0,,,2,1,,,,48595,1181,58.33,58.33,69.76,69.76,52.86,52.86,55.06,55.06,37.5,37.5,6/17/2020,14
United States,USA,North Carolina,US_NC,STATE_WIDE,20200618,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,3,0,,0,,,2,1,,,,50214,1188,58.33,58.33,69.76,69.76,52.86,52.86,55.06,55.06,37.5,37.5,6/18/2020,7
United States,USA,North Carolina,US_NC,STATE_WIDE,20200619,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,3,0,"Effective June 19, the City of Raleigh required use of face coverings for all persons in contact with other non-household members in public or private spaces, and especially when social distancing can not be mantained.     Link:  https://web.archive.org/web/20200623152518/https://raleighnc.gov/masks",0,,,2,1,,,"Effective June 19, the City of Raleigh required use of face coverings    https://web.archive.org/web/20200623152518/https://raleighnc.gov/masks",51710,1202,58.33,58.33,69.76,69.76,52.86,52.86,55.06,55.06,37.5,37.5,6/19/2020,22
United States,USA,North Carolina,US_NC,STATE_WIDE,20200620,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,3,0,"Effective June 20, face masks are mandatory in public indoor spaces in Boone County per an amended state of emergency declaration. Folks who cannot wear a mask due to valid medical, religious, or behavioral concerns are exempt from this requirement, as are young children, officials said.    Press release:  https://web.archive.org/web/20200618074448/https://www.wcnc.com/article/news/local/face-masks-will-be-mandatory-in-boone-starting-this-weekend/275-7f131723-a4fd-4490-8cff-932f7ca45c5b  Link:  https://web.archive.org/web/20200901195710/http://www.townofboone.net/wp-content/uploads/2020/06/Municipal-COVID19-SOE-Amendment-6-17-20-FINAL.pdf",0,,,2,1,,,"Face masks mandatory in public indoor spaces in Boone County.    Folks who cannot wear a mask due to valid medical, religious, or behavioral concerns are exempt from this requirement, as are young children, officials said.    https://web.archive.org/web/20200618074448/https://www.wcnc.com/article/news/local/face-masks-will-be-mandatory-in-boone-starting-this-weekend/275-7f131723-a4fd-4490-8cff-932f7ca45c5b",53009,1215,58.33,58.33,69.76,69.76,52.86,52.86,55.06,55.06,37.5,37.5,6/20/2020,15
United States,USA,North Carolina,US_NC,STATE_WIDE,20200621,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,3,0,,0,,,2,1,,,,54129,1245,58.33,58.33,69.76,69.76,52.86,52.86,55.06,55.06,37.5,37.5,6/21/2020,8
United States,USA,North Carolina,US_NC,STATE_WIDE,20200622,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,"The North Carolina Department of Health and Human Services (NCDHHS) selected 26 businesses to form its initial pool of qualified vendors to support the stateâ€™s response to COVID-19.The department is prioritizing working with minority-owned business vendors or vendors who retain a diverse workforce. Of the 26 that were qualified, 14 were minority owned.    https://web.archive.org/web/20200715132832/https://www.ncdhhs.gov/news/press-releases/ncdhhs-selects-first-vendors-expand-testing-and-contact-tracing-covid-19",,,,,3,0,,0,,,2,1,,,,55157,1278,58.33,58.33,69.76,69.76,52.86,52.86,55.06,55.06,37.5,37.5,6/22/2020,3
United States,USA,North Carolina,US_NC,STATE_WIDE,20200623,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,3,0,,0,,,2,1,,,,56442,1296,58.33,58.33,69.76,69.76,52.86,52.86,55.06,55.06,37.5,37.5,6/23/2020,28
United States,USA,North Carolina,US_NC,STATE_WIDE,20200624,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,"On June 24, 2020, Gov. Cooper announced a statewide requirement for facial coverings to be worn at all times outside the home.     Reference:   https://web.archive.org/save/https://governor.nc.gov/news/north-carolina-pauses-safer-home-phase-2-adds-statewide-requirement-%EF%BB%BF-face-coverings",0,,,2,1,,,Governor Roy Cooper and North Carolina Department of Health and Human Services Secretary Dr. Mandy Cohen today announced that North Carolina will remain in Safer at Home Phase 2 for three more weeks. Cooper also announced that face coverings must be worn when people are in public places as officials seek to stabilize concerning trends of increasing viral spread.     https://web.archive.org/web/20200624214640/https://governor.nc.gov/news/north-carolina-pauses-safer-home-phase-2-adds-statewide-requirement-%EF%BB%BF-face-coverings,57817,1325,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,6/24/2020,15
United States,USA,North Carolina,US_NC,STATE_WIDE,20200625,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,59437,1336,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,6/25/2020,18
United States,USA,North Carolina,US_NC,STATE_WIDE,20200626,3,1,,2,1,"Under the Executive Order No. 147 enacted at 5:00 PM on 26th June, certain businesses may be open with restrictions and following state health  guidelines, including: restaurants; child care businesses; overnight and day  camps; personal care; grooming, massage, and tattoo businesses; and indoor  and outdoor pools.     The following facilities that operate within an indoor space remain closed:  martial arts facilities, dance studios, trampoline and rock-climbing facilities,  roller skating rinks, ice staking rinks, and basketball courts.    Link:   https://web.archive.org/web/20200715132447/https://files.nc.gov/governor/documents/files/EO-147-FAQ.pdf",1,1,"Under the Executive Order No. 147 enacted at 5:00 PM on 26th June, sporting and entertainment events may occur in large venues for broadcast to the public, so long as the number of spectators at the events is limited to the mass gathering limit of 10 people indoors and 25 people outdoors.    Link: https://web.archive.org/web/20200715132447/https://files.nc.gov/governor/documents/files/EO-147-FAQ.pdf",3,1,"Per Executive Order No. 147 enacted at 5:00 PM on 26th June, people may gather together for social purposes, so long as they do not exceed the mass gathering limit of 10 people indoors and 25 people outdoors.    Link: https://web.archive.org/web/20200715132447/https://files.nc.gov/governor/documents/files/EO-147-FAQ.pdf",1,1,Public transportation is not closed - although not explicitly mentioned in Executive Order No. 147 enacted at 5:00 PM on 26th June. The EO mentions public transportation as an explicit case of when masks must be worn compulsorily.     Link:   https://web.archive.org/web/20200715132447/https://files.nc.gov/governor/documents/files/EO-147-FAQ.pdf,1,1,Executive Order No. 147 enacted at 5:00 PM on 26th June advises against non-essential travel.    Link:   https://web.archive.org/web/20200715132447/https://files.nc.gov/governor/documents/files/EO-147-FAQ.pdf,1,1,Executive Order No. 147 enacted at 5:00 PM on 26th June extends EO No. 141 encouraging vulnerable groups and individuals to work remotely to the greatest extent possible.   Link:  https://web.archive.org/web/20200715132447/https://files.nc.gov/governor/documents/files/EO-147-FAQ.pdf,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,"Executive order 147 amending order 141 requires wearing of a face covering in public settings where physical distancing is not possible beginning on 5pm June 26, and requires that certain businesses ensure employees and customers wear face masks.    Executive order:  https://files.nc.gov/governor/documents/files/EO147-Phase-2-Extension.pdf    https://web.archive.org/web/20200625032857/https://governor.nc.gov/news/north-carolina-pauses-safer-home-phase-2-adds-statewide-requirement-%EF%BB%BF-face-coverings",61207,1348,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,6/26/2020,19
United States,USA,North Carolina,US_NC,STATE_WIDE,20200627,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,62736,1353,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,6/27/2020,9
United States,USA,North Carolina,US_NC,STATE_WIDE,20200628,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,64069,1352,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,6/28/2020,10
United States,USA,North Carolina,US_NC,STATE_WIDE,20200629,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,65331,1357,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,6/29/2020,3
United States,USA,North Carolina,US_NC,STATE_WIDE,20200630,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,67226,1380,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,6/30/2020,18
United States,USA,North Carolina,US_NC,STATE_WIDE,20200701,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,68830,1398,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/1/2020,30
United States,USA,North Carolina,US_NC,STATE_WIDE,20200702,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,The North Carolina Department of Health and Human Services (NCDHHS) launches a new social media marketing campaign on Facebook and Instagram to support the ongoing public outreach campaign and Prevent and Protect Media Toolkit.     Link:   https://web.archive.org/web/20200801123843/https://www.ncdhhs.gov/news/press-releases/ncdhhs-launches-new-social-media-campaign-part-larger-effort-slow-spread-covid,2,,1,,,,,,4,1,,0,,,2,1,,,,70905,1409,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/2/2020,18
United States,USA,North Carolina,US_NC,STATE_WIDE,20200703,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,72368,1419,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/3/2020,1
United States,USA,North Carolina,US_NC,STATE_WIDE,20200704,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,73779,1422,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/4/2020,3
United States,USA,North Carolina,US_NC,STATE_WIDE,20200705,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,75216,1423,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/5/2020,1
United States,USA,North Carolina,US_NC,STATE_WIDE,20200706,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,76609,1432,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/6/2020,2
United States,USA,North Carolina,US_NC,STATE_WIDE,20200707,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,"The North Carolina Department of Health and Human Services today launched the Community testing in High-priority And Marginalized Populations (CHAMP) Initiative to increase access to no-cost COVID-19 testing for African American, LatinX/Hispanic and American Indian communities that currently have limited testing sites.    As many as 300 temporary testing sites will be deployed throughout the month of July, including drive-thru and walk-up sites. North Carolina has identified two vendors to begin this work, Vidant Health and Orig3n, Inc. Both vendors will deploy new no-cost testing sites to underserved communities identified by DHHS and bring additional lab capacity to the state. The initiative will increase testing capacity in more than 100 ZIP codes, providing testing access for 2.2 million African American, LatinX/Hispanic and American Indian individuals.     https://web.archive.org/web/20200715132733/https://www.ncdhhs.gov/news/press-releases/ncdhhs-deploy-300-free-testing-sites-underserved-communities",1,,,,,,4,1,,0,,,2,1,,,,78207,1446,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/7/2020,22
United States,USA,North Carolina,US_NC,STATE_WIDE,20200708,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,80209,1462,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/8/2020,21
United States,USA,North Carolina,US_NC,STATE_WIDE,20200709,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,82222,1477,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/9/2020,20
United States,USA,North Carolina,US_NC,STATE_WIDE,20200710,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,"Governor Roy Cooper signed Senate Bill 232, which went into effect July 10, mandating individuals wear face masks in public unless if they apply to specified exemptions.   Link:  https://web.archive.org/web/20200801110549/https://www.ncleg.gov/Sessions/2019/Bills/Senate/PDF/S232v6.pdf",84493,1497,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/10/2020,18
United States,USA,North Carolina,US_NC,STATE_WIDE,20200711,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,86492,1513,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/11/2020,20
United States,USA,North Carolina,US_NC,STATE_WIDE,20200712,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,88316,1522,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/12/2020,4
United States,USA,North Carolina,US_NC,STATE_WIDE,20200713,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,90397,1529,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/13/2020,7
United States,USA,North Carolina,US_NC,STATE_WIDE,20200714,3,1,"Governor Roy Cooper and North Carolina Department of Health and Human Services (NC DHHS) Secretary Dr. Mandy Cohen announce health and safety plans for K-12 public schools for the new school year under the title Plan B. Schools must operate under Plan B 'Moderate Social Distancing' health and safety requirements, unless they choose the more restrictive Plan C 'Remote Learning Only'. Schools are required to implement social distancing measures and increase efforts to minimise exposure. All K-12 students, teachers, staff, and adult visitors are required to wear face coverings with certain exceptions, and staff must conduct system screening for anyone entering the premises including a daily temperature screening.     Link:  https://web.archive.org/web/20200805181035/https://governor.nc.gov/news/north-carolina-k-12-public-schools-require-key-safety-measures-allow-person-instruction  https://web.archive.org/web/20200805181958/https://files.nc.gov/covid/documents/guidance/Strong-Schools-NC-Public-Health-Toolkit.pdf",2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,92334,1571,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/14/2020,42
United States,USA,North Carolina,US_NC,STATE_WIDE,20200715,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,94365,1589,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/15/2020,16
United States,USA,North Carolina,US_NC,STATE_WIDE,20200716,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,96331,1607,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/16/2020,20
United States,USA,North Carolina,US_NC,STATE_WIDE,20200717,3,1,"On July 17, NCDHHS released Interim Guidance for Institutions of Higher Education or IHEs (e.g. colleges, universities, and community colleges) for the upcoming school year. It includes recommendations from the CDC regarding how IHEs should create and implement plans to reduce the spread of COVID-19, particularly among shared housing or dormitories.    Link: https://web.archive.org/web/20200812211658/https://files.nc.gov/covid/documents/guidance/education/NCDHHS-Interim-Guidance-for-Higher-Education.pdf",2,1,"Effective 5 PM on July 16, Executive Order No. 151 extends the Stay at Home Phase 2 in NC until 5 PM on August 7 with minimal modifications.  Link: https://web.archive.org/web/20200724024214/https://files.nc.gov/governor/documents/files/EO151-Phase-2-Extension.pdf",1,1,"Effective 5 PM on July 16, Executive Order No. 151 extends the Stay at Home Phase 2 in NC until 5 PM on August 7 with minimal modifications.  Link: https://web.archive.org/web/20200724024214/https://files.nc.gov/governor/documents/files/EO151-Phase-2-Extension.pdf",3,1,"Effective 5 PM on July 16, Executive Order No. 151 extends the Stay at Home Phase 2 in NC until 5 PM on August 7 with minimal modifications.  Link: https://web.archive.org/web/20200724024214/https://files.nc.gov/governor/documents/files/EO151-Phase-2-Extension.pdf",1,1,"Effective 5 PM on July 16, Executive Order No. 151 extends the Stay at Home Phase 2 in NC until 5 PM on August 7 with minimal modifications.  Link: https://web.archive.org/web/20200724024214/https://files.nc.gov/governor/documents/files/EO151-Phase-2-Extension.pdf",1,1,"Effective 5 PM on July 16, Executive Order No. 151 extends the Stay at Home Phase 2 in NC until 5 PM on August 7 with minimal modifications.  Link: https://web.archive.org/web/20200724024214/https://files.nc.gov/governor/documents/files/EO151-Phase-2-Extension.pdf",1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,98698,1623,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/17/2020,18
United States,USA,North Carolina,US_NC,STATE_WIDE,20200718,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,100494,1648,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/18/2020,23
United States,USA,North Carolina,US_NC,STATE_WIDE,20200719,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,101815,1652,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/19/2020,5
United States,USA,North Carolina,US_NC,STATE_WIDE,20200720,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,103730,1677,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/20/2020,8
United States,USA,North Carolina,US_NC,STATE_WIDE,20200721,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,105565,1705,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/21/2020,26
United States,USA,North Carolina,US_NC,STATE_WIDE,20200722,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,108017,1732,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/22/2020,30
United States,USA,North Carolina,US_NC,STATE_WIDE,20200723,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,2,1,,,,110269,1756,58.33,58.33,69.76,69.76,55.21,55.21,57.74,57.74,37.5,37.5,7/23/2020,28
United States,USA,North Carolina,US_NC,STATE_WIDE,20200724,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,3,1,"Governor Cooper issues Executive Order No. 152 and the Secretary of the Department of Health and Human Services enacts Secretarial Order No. 1 ""Visitation Restrictions for Nursing Homes"". The orders continue restrictions of all visitors and non-essential health care personnel at nursing homes and skilled-nursing facilities, except for certain compassionate-care situations, including end-of-life situations. Communal dining and group activities also remain restricted.    Link:  https://web.archive.org/web/20200809104103/https://files.nc.gov/governor/documents/files/EO152-Extending-DHHS-Provisions.pdf  https://web.archive.org/web/20200817142507/https://files.nc.gov/covid/documents/Secretarial-Order-1.pdf",,,112320,1789,58.33,58.33,69.76,69.76,57.29,57.29,60.12,60.12,37.5,37.5,7/24/2020,20
United States,USA,North Carolina,US_NC,STATE_WIDE,20200725,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,3,1,,,,114127,1811,58.33,58.33,69.76,69.76,57.29,57.29,60.12,60.12,37.5,37.5,7/25/2020,32
United States,USA,North Carolina,US_NC,STATE_WIDE,20200726,3,1,,2,1,,1,1,,3,1,,1,1,,1,1,,1,1,,0,,1,0,,1,,,,,,2,1,,2,,1,,,,,,4,1,,0,,,3,1,,,,115718,1817,58.33,58.33,69.76,69.76,57.29,57.29,60.12,60.12,37.5,37.5,7/26/2020,7
